record_date,bid_to_cover_ratio_bills,bid_to_cover_ratio_long,bid_to_cover_ratio_medium,bid_to_cover_ratio_short,offering_amt_bills,offering_amt_long,offering_amt_medium,offering_amt_short,total_accepted_bills,total_accepted_long,total_accepted_medium,total_accepted_short,total_tendered_bills,total_tendered_long,total_tendered_medium,total_tendered_short,comp_accepted_bills,comp_accepted_long,comp_accepted_medium,comp_accepted_short,comp_tendered_bills,comp_tendered_long,comp_tendered_medium,comp_tendered_short,primary_dealer_accepted_bills,primary_dealer_accepted_long,primary_dealer_accepted_medium,primary_dealer_accepted_short,primary_dealer_tendered_bills,primary_dealer_tendered_long,primary_dealer_tendered_medium,primary_dealer_tendered_short,indirect_bidder_accepted_bills,indirect_bidder_accepted_long,indirect_bidder_accepted_medium,indirect_bidder_accepted_short,indirect_bidder_tendered_bills,indirect_bidder_tendered_long,indirect_bidder_tendered_medium,indirect_bidder_tendered_short,direct_bidder_accepted_bills,direct_bidder_accepted_long,direct_bidder_accepted_medium,direct_bidder_accepted_short,direct_bidder_tendered_bills,direct_bidder_tendered_long,direct_bidder_tendered_medium,direct_bidder_tendered_short
1992-07,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12041666666.666666,10500000000.0,10125000000.0,15000000000.0,12367672916.666666,11090669000.0,11033363000.0,16883250000.0,41204371666.666664,29676477500.0,24824701000.0,43940785000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1992-08,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11894444444.444445,10500000000.0,12750000000.0,15000000000.0,12024490555.555555,11046873000.0,14549447000.0,16573340000.0,38829382777.77778,25601452500.0,33545822500.0,37028305000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1992-09,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11172222222.222221,10500000000.0,10500000000.0,14500000000.0,11452589444.444445,11046873000.0,12116792000.0,16740530000.0,39953530000.0,25601452500.0,25393695000.0,47521770000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1992-10,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11259090909.09091,10500000000.0,9750000000.0,14500000000.0,11296543636.363636,11046873000.0,10323582000.0,16740530000.0,36509247272.72727,25601452500.0,20153662000.0,47521770000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1992-11,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12365000000.0,10750000000.0,12333333333.333334,15000000000.0,12405508500.0,11399105000.0,14001970666.666666,16061152500.0,35981152500.0,28935890500.0,31797909000.0,48258580000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1992-12,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12729166666.666666,10750000000.0,11250000000.0,15500000000.0,12808297916.666666,11399105000.0,12127668000.0,17104495000.0,35609897916.666664,28935890500.0,25327208000.0,40641595000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-01,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12216666666.666666,10750000000.0,9750000000.0,15500000000.0,12307986111.11111,11399105000.0,10089711000.0,17104495000.0,39238281111.111115,28935890500.0,22918506000.0,40641595000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-02,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11894444444.444445,10000000000.0,13500000000.0,15250000000.0,12050715000.0,10883599000.0,15911757500.0,16551685000.0,41900967222.22222,25873490000.0,39639859500.0,33390780000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-03,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11725000000.0,10000000000.0,11000000000.0,15250000000.0,11847113000.0,10883599000.0,12402635500.0,16940420000.0,43540543500.0,25873490000.0,26918181000.0,35925835000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-04,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11865384615.384615,10000000000.0,10375000000.0,15250000000.0,11947526538.461538,10883599000.0,11370594500.0,16784831000.0,47762435230.76923,25873490000.0,27425750500.0,41253481000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-05,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12165000000.0,9500000000.0,16000000000.0,15250000000.0,12387713500.0,10071471500.0,19234307000.0,16784831000.0,44830708100.0,23451661500.0,49445307000.0,41253481000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-06,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11775000000.0,9500000000.0,11000000000.0,15875000000.0,11837876800.0,10071471500.0,12460121000.0,17821129500.0,42029621000.0,23451661500.0,33496692500.0,51182829500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-07,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12708333333.333334,9500000000.0,11000000000.0,15875000000.0,13024632666.666666,10071471500.0,12460121000.0,17821129500.0,42261105583.333336,23451661500.0,33496692500.0,51182829500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-08,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12538888888.88889,11000000000.0,12833333333.333334,16000000000.0,12672898444.444445,12225973000.0,15110264000.0,17364027500.0,52634594666.666664,30297192000.0,37132002333.333336,47390598000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-09,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,11677272727.272728,11000000000.0,11000000000.0,16000000000.0,11876579909.09091,12225973000.0,12565137000.0,17878573000.0,51321404727.27273,30297192000.0,32332004000.0,44760333000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-10,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12950000000.0,11000000000.0,11000000000.0,16000000000.0,13082293777.777779,12225973000.0,12565137000.0,17878573000.0,47509195444.44444,30297192000.0,32332004000.0,44760333000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-11,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,13600000000.0,12000000000.0,13000000000.0,16750000000.0,13720835545.454546,15073851000.0,15720789333.333334,18413589000.0,55367867818.181816,30542281000.0,33912687666.666668,44922614500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1993-12,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12633333333.333334,12000000000.0,11000000000.0,17000000000.0,12750662416.666666,15073851000.0,12432099000.0,19275826000.0,50486831333.333336,30542281000.0,36917717000.0,49532900000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-01,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12977777777.777779,12000000000.0,12000000000.0,17000000000.0,13110066888.88889,15073851000.0,12879064000.0,18389220000.0,59884247555.55556,30542281000.0,29528165000.0,49966280000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-02,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12855555555.555555,11500000000.0,14000000000.0,17000000000.0,13093058222.222221,12163591000.0,15854594000.0,18926936000.0,52293260000.0,31516196500.0,40292454000.0,44810236000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-03,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,13041666666.666666,11500000000.0,11000000000.0,17000000000.0,13273201500.0,12163591000.0,12753233000.0,19519488000.0,48677166166.666664,31516196500.0,29887703000.0,47341048000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-04,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12500000000.0,11500000000.0,11000000000.0,17000000000.0,12684241888.88889,12163591000.0,12753233000.0,19519488000.0,48316457444.44444,31516196500.0,29887703000.0,47341048000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-05,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12500000000.0,12000000000.0,13000000000.0,17000000000.0,12738182000.0,14422642000.0,15406244333.333334,18767615000.0,46200638444.44444,25000952000.0,36802584333.333336,44273242500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-06,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12876923076.923077,12000000000.0,11000000000.0,17000000000.0,13266456384.615385,14422642000.0,13055287000.0,19744817000.0,52820859692.30769,25000952000.0,32324216000.0,47606970000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-07,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12035000000.0,12000000000.0,11000000000.0,17000000000.0,12252088900.0,14422642000.0,13055287000.0,19744817000.0,48699083100.0,25000952000.0,32324216000.0,47606970000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-08,3.245274096842432,2.6778501926782274,2.659286666666667,2.845170394036209,12255000000.0,11500000000.0,13000000000.0,17250000000.0,12539199800.0,12389365000.0,14929262666.666666,19190876500.0,44761349500.0,26215667500.0,37800970000.0,53277332500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-09,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,11150000000.0,11500000000.0,11000000000.0,17250000000.0,11321335307.692308,12389365000.0,12768392000.0,19522136000.0,46406893230.76923,26215667500.0,37979437000.0,46287876000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-10,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13600000000.0,11500000000.0,11000000000.0,17250000000.0,13797791600.0,12389365000.0,12060571000.0,18801213000.0,47876055700.0,26215667500.0,34101123000.0,43116363000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-11,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13780000000.0,12000000000.0,14000000000.0,17250000000.0,13962733400.0,14303857000.0,16269449500.0,18671000000.0,50378508700.0,29990332000.0,43463831500.0,48679103000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1994-12,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13216666666.666666,12000000000.0,14000000000.0,17250000000.0,13474030083.333334,14303857000.0,16269449500.0,18671000000.0,44124995833.333336,29990332000.0,43463831500.0,48679103000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1995-01,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13845000000.0,12000000000.0,11000000000.0,17250000000.0,14035410700.0,14303857000.0,12251882000.0,18964774500.0,51575853100.0,29990332000.0,29924137500.0,51514687500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1995-02,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13505000000.0,11500000000.0,14000000000.0,17250000000.0,13681986200.0,12755788500.0,16611625000.0,18553846000.0,50617269200.0,30220416500.0,39601873500.0,43150070000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1995-03,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,12570833333.333334,11500000000.0,11000000000.0,17250000000.0,12687285750.0,12755788500.0,13148166000.0,19269483000.0,45748810250.0,30220416500.0,26022606000.0,44312284000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1995-04,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13585000000.0,11500000000.0,11000000000.0,17250000000.0,13674432600.0,12755788500.0,13148166000.0,19269483000.0,52944689100.0,30220416500.0,26022606000.0,44312284000.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
1995-05,3.245274096842432,2.6778501926782274,3.29,2.845170394036209,13835000000.0,12500000000.0,13500000000.0,17750000000.0,14266068000.0,14703227000.0,15432164000.0,18753493500.0,53012595000.0,23131252000.0,34718982666.666664,45338351500.0,38583895803.04677,18408830614.135223,35581412914.363205,31731190257.07547,132601812699.80878,46429313583.36478,94094095339.48112,95517580324.37106,19499801967.12101,5297622574.080189,11099013721.493711,12881164964.386793,102940262217.98596,28885927983.805035,60244371030.93553,65253002965.09434,16708611038.427084,10504069925.05503,19236649277.523586,14722039345.794024,22321670394.777348,13010674293.742136,24402473009.253147,21553272345.911953,2375480551.317184,2607138115.0,5245749915.345913,4127985946.894654,7339877840.863975,4532711305.81761,9447251299.292454,8711305013.36478
